endpoint_id,variant_id,endpoint_label,n_folds,median_delta_AUROC,median_delta_macro_AUROC,worst_delta_AUROC,worst_delta_macro_AUROC,median_delta_Brier,median_delta_multiclass_Brier,median_delta_log_loss,median_delta_multiclass_log_loss,class_worst_delta_AUROC,class_worst_delta_AUPRC,class_worst_delta_Brier,representative_delta_AUROC,representative_worst_delta_AUROC,class_worst_delta_AUROC_effective,review_flag,rule_note,absolute_performance_note
discharge_3cat_final,CORE_NEURO,Disposition,3,,-0.0273207620075927,Inf,-0.0281548306787524,,0.0249574867527275,,0.0419478810240327,-0.0453049046813636,-0.062413353616052,0.0131830447799344,-0.0273207620075927,-0.0281548306787524,-0.0453049046813636,PREDICTIVE INFORMATION LIKELY LOST,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
discharge_3cat_final,CORE_NEURO_PLUS_RESP,Disposition,3,,-0.026022637525142,Inf,-0.0265732369885833,,0.0234263225078878,,0.0394078521527551,-0.0430495232390177,-0.0597894271454157,0.0124403055101293,-0.026022637525142,-0.0265732369885833,-0.0430495232390177,PREDICTIVE INFORMATION LIKELY LOST,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
discharge_3cat_final,NO_AIRWAY_PROXY_SET,Disposition,3,,-0.000889809305902767,Inf,-0.00102107962463627,,0.00118027265169895,,0.00216236654919144,-0.00119131923189775,-0.00375836916330663,0.000501133664498998,-0.000889809305902767,-0.00102107962463627,-0.00119131923189775,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
discharge_3cat_final,NO_GCS_AIRWAY_QUALIFIERS,Disposition,3,,-0.000302995348521407,Inf,-0.000305931033762974,,0.000433745553152953,,0.000812992104568089,-0.000463813219282794,-0.00250670277558185,0.000312181998611438,-0.000302995348521407,-0.000305931033762974,-0.000463813219282794,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
discharge_3cat_final,NO_HELMET,Disposition,3,,-0.000267457372340019,Inf,-0.000269108602780177,,0.000280831134961412,,0.000404125133269706,-0.000452749260635876,-0.0013241367124982,0.000160515043347048,-0.000267457372340019,-0.000269108602780177,-0.000452749260635876,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
discharge_3cat_final,NO_MECHANISM_HELMET,Disposition,3,,-0.00199173567527045,Inf,-0.00212756763599165,,0.00196415987436932,,0.00389910326982434,-0.00313629653177316,-0.00497138505253592,0.000941197869717525,-0.00199173567527045,-0.00212756763599165,-0.00313629653177316,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
discharge_3cat_final,NO_NONCRANIAL_INJURY_PHENOTYPES,Disposition,3,,-0.0150177555206774,Inf,-0.0151271232665331,,0.0140261358079981,,0.0227673190586941,-0.0264077941321812,-0.0366875521536204,0.00767155862336402,-0.0150177555206774,-0.0151271232665331,-0.0264077941321812,PREDICTIVE INFORMATION LIKELY LOST,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
discharge_3cat_final,NO_PMHX,Disposition,3,,-0.00637576378381677,Inf,-0.00678390163309672,,0.00574801033535111,,0.0100799744686698,-0.00886213374541434,-0.0104959684487801,0.00311508795351312,-0.00637576378381677,-0.00678390163309672,-0.00886213374541434,PREDICTIVE INFORMATION LIKELY LOST,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
discharge_3cat_final,NO_RESP_ASSISTANCE,Disposition,3,,-6.12011208738217e-05,Inf,-0.000188468470535663,,8.62528155725073e-05,,0.000191227973156738,-0.0002137785820302,-0.000803055194100399,9.20433286994982e-05,-6.12011208738217e-05,-0.000188468470535663,-0.0002137785820302,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
discharge_3cat_final,NO_RESP_SUPPORT,Disposition,3,,-0.00057558391921575,Inf,-0.000767953011550748,,0.000603547299441454,,0.00119379160939459,-0.00100850789977103,-0.00180202572694332,0.000356143773154655,-0.00057558391921575,-0.000767953011550748,-0.00100850789977103,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
hlos_trajectory_final,CORE_NEURO,Hospital LOS trajectory,3,,-0.0391053186694247,Inf,-0.0396973615476807,,0.0246171664296023,,0.0404983979187457,-0.0501850140928175,-0.0519963698996642,0.014321348696051,-0.0391053186694247,-0.0396973615476807,-0.0501850140928175,PREDICTIVE INFORMATION LIKELY LOST,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
hlos_trajectory_final,CORE_NEURO_PLUS_RESP,Hospital LOS trajectory,3,,-0.0360127207782806,Inf,-0.0371009805696313,,0.0227707008040837,,0.0377155256443897,-0.0471389042090901,-0.0482528586673234,0.0135310379385296,-0.0360127207782806,-0.0371009805696313,-0.0471389042090901,PREDICTIVE INFORMATION LIKELY LOST,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
hlos_trajectory_final,NO_AIRWAY_PROXY_SET,Hospital LOS trajectory,3,,-0.0012851953068197,Inf,-0.0014757764980875,,0.000982583178193386,,0.00160077536563064,-0.00175136269111664,-0.00300103808095553,0.000617330204291222,-0.0012851953068197,-0.0014757764980875,-0.00175136269111664,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
hlos_trajectory_final,NO_GCS_AIRWAY_QUALIFIERS,Hospital LOS trajectory,3,,-0.00038392626087691,Inf,-0.000568808866073356,,0.000294112171166705,,0.000498154727279654,-0.000799738227510671,-0.0014980445132915,0.000210327968666407,-0.00038392626087691,-0.000568808866073356,-0.000799738227510671,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
hlos_trajectory_final,NO_HELMET,Hospital LOS trajectory,3,,-0.00038181529704151,Inf,-0.000389763547778643,,0.000173676654638244,,0.00035914432714812,-0.000436137629900246,-0.000989264711681204,0.000190580881907404,-0.00038181529704151,-0.000389763547778643,-0.000436137629900246,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
hlos_trajectory_final,NO_MECHANISM_HELMET,Hospital LOS trajectory,3,,-0.00236068853011739,Inf,-0.0023850052836738,,0.00145953861648246,,0.00289251533684709,-0.00280300965094471,-0.00348622980850327,0.000992790117438025,-0.00236068853011739,-0.0023850052836738,-0.00280300965094471,MIXED - REVIEW TEMPORAL PATTERN,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
hlos_trajectory_final,NO_NONCRANIAL_INJURY_PHENOTYPES,Hospital LOS trajectory,3,,-0.0236124923650048,Inf,-0.0242642779823761,,0.0153101873199526,,0.0259122617942446,-0.0318689324321447,-0.0340929986101028,0.00919937073061006,-0.0236124923650048,-0.0242642779823761,-0.0318689324321447,PREDICTIVE INFORMATION LIKELY LOST,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
hlos_trajectory_final,NO_PMHX,Hospital LOS trajectory,3,,-0.00471139329769799,Inf,-0.00484119033473873,,0.00286514221184514,,0.00477512163533034,-0.00619040089421052,-0.00539622067803441,0.00168514853221635,-0.00471139329769799,-0.00484119033473873,-0.00619040089421052,MIXED - REVIEW TEMPORAL PATTERN,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
hlos_trajectory_final,NO_RESP_ASSISTANCE,Hospital LOS trajectory,3,,-8.90696413899939e-05,Inf,-0.000161617057310881,,6.72133663970898e-05,,9.29702633715168e-05,-0.000230194887910429,-0.000619804507091704,5.40570427263187e-05,-8.90696413899939e-05,-0.000161617057310881,-0.000230194887910429,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
hlos_trajectory_final,NO_RESP_SUPPORT,Hospital LOS trajectory,3,,-0.000904006635581101,Inf,-0.001160311699132,,0.000698445139848236,,0.00101279541264465,-0.00135918187594286,-0.00212282308849771,0.000478858342765315,-0.000904006635581101,-0.001160311699132,-0.00135918187594286,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icp_pressure_monitor_final,CORE_NEURO,Invasive ICP monitoring,3,-0.00337150466565395,,-0.00404719170052259,Inf,0.000437898216602683,,0.00167355217919342,,,,,-0.00337150466565395,Inf,Inf,MIXED - REVIEW TEMPORAL PATTERN,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icp_pressure_monitor_final,CORE_NEURO_PLUS_RESP,Invasive ICP monitoring,3,-0.00300050022692322,,-0.00355928901944069,Inf,0.000403827860562842,,0.00153116452631338,,,,,-0.00300050022692322,Inf,Inf,MIXED - REVIEW TEMPORAL PATTERN,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icp_pressure_monitor_final,NO_AIRWAY_PROXY_SET,Invasive ICP monitoring,3,-0.000321210589905196,,-0.000522058407451675,Inf,3.21009895503099e-05,,0.000166650913215702,,,,,-0.000321210589905196,Inf,Inf,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icp_pressure_monitor_final,NO_GCS_AIRWAY_QUALIFIERS,Invasive ICP monitoring,3,-0.000220119064680224,,-0.000346101960524425,Inf,1.74936604457193e-05,,0.000100557239604046,,,,,-0.000220119064680224,Inf,Inf,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icp_pressure_monitor_final,NO_HELMET,Invasive ICP monitoring,3,0.000146752523270011,,-0.000136547603370785,Inf,8.01402205732188e-07,,-1.5832249358555e-05,,,,,0.000146752523270011,Inf,Inf,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icp_pressure_monitor_final,NO_MECHANISM_HELMET,Invasive ICP monitoring,3,-0.0010703122072574,,-0.00111475368848024,Inf,0.000149346280291483,,0.000602146700026479,,,,,-0.0010703122072574,Inf,Inf,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icp_pressure_monitor_final,NO_NONCRANIAL_INJURY_PHENOTYPES,Invasive ICP monitoring,3,-0.000536828135002665,,-0.000689699693803725,Inf,2.28741143011579e-06,,0.000121586672838167,,,,,-0.000536828135002665,Inf,Inf,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icp_pressure_monitor_final,NO_PMHX,Invasive ICP monitoring,3,-0.000360221268841832,,-0.000452960188281781,Inf,2.0426363500959e-05,,0.00019278329964785,,,,,-0.000360221268841832,Inf,Inf,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icp_pressure_monitor_final,NO_RESP_ASSISTANCE,Invasive ICP monitoring,3,-6.49788357401926e-05,,-0.000271087915704737,Inf,7.19238563492985e-06,,2.55524022449716e-05,,,,,-6.49788357401926e-05,Inf,Inf,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icp_pressure_monitor_final,NO_RESP_SUPPORT,Invasive ICP monitoring,3,-0.000344910741251314,,-0.000383058649653933,Inf,2.99142287417432e-05,,0.000110318608025017,,,,,-0.000344910741251314,Inf,Inf,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icu_trajectory_final,CORE_NEURO,ICU trajectory,3,,-0.0191190605966111,Inf,-0.0192416557999334,,0.0177788713416347,,0.0346402102200083,-0.0249702727983444,-0.0390789244758882,0.00890166881192533,-0.0191190605966111,-0.0192416557999334,-0.0249702727983444,PREDICTIVE INFORMATION LIKELY LOST,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icu_trajectory_final,CORE_NEURO_PLUS_RESP,ICU trajectory,3,,-0.0170816213954721,Inf,-0.017323424494324,,0.0158776804300286,,0.0311693553032197,-0.0223635973969769,-0.0359836094497888,0.00789199000065477,-0.0170816213954721,-0.017323424494324,-0.0223635973969769,PREDICTIVE INFORMATION LIKELY LOST,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icu_trajectory_final,NO_AIRWAY_PROXY_SET,ICU trajectory,3,,-0.0013620755273821,Inf,-0.00139488956541411,,0.00154090087060937,,0.00292408794533916,-0.00156564539745219,-0.00343452416527479,0.000852369921281015,-0.0013620755273821,-0.00139488956541411,-0.00156564539745219,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icu_trajectory_final,NO_GCS_AIRWAY_QUALIFIERS,ICU trajectory,3,,-0.000169965077029266,Inf,-0.000312348658310091,,0.000196478642119524,,0.000542513413119061,-0.00053989867781612,-0.000994162937628551,0.000121289779342157,-0.000169965077029266,-0.000312348658310091,-0.00053989867781612,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icu_trajectory_final,NO_HELMET,ICU trajectory,3,,-4.63753183583826e-05,Inf,-4.82391161785722e-05,,8.5683246894841e-06,,0.000107247621318529,-0.00012958638202254,-0.00048537080682709,3.86971549481974e-05,-4.63753183583826e-05,-4.82391161785722e-05,-0.00012958638202254,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icu_trajectory_final,NO_MECHANISM_HELMET,ICU trajectory,3,,-0.00112047885252764,Inf,-0.00120819763929603,,0.00113350843286109,,0.00220983851449796,-0.00174471012318744,-0.00461285859812877,0.000417376086110713,-0.00112047885252764,-0.00120819763929603,-0.00174471012318744,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icu_trajectory_final,NO_NONCRANIAL_INJURY_PHENOTYPES,ICU trajectory,3,,-0.0101116840066569,Inf,-0.0101472518403719,,0.00960002027351714,,0.0199478748288762,-0.0146790962374324,-0.0192213499866838,0.00513234937772517,-0.0101116840066569,-0.0101472518403719,-0.0146790962374324,PREDICTIVE INFORMATION LIKELY LOST,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icu_trajectory_final,NO_PMHX,ICU trajectory,3,,-0.00330102590119108,Inf,-0.0039173612640856,,0.00287440016664736,,0.00460171464482739,-0.00480651918248143,-0.00578813975353676,0.00170792300726497,-0.00330102590119108,-0.0039173612640856,-0.00480651918248143,MIXED - REVIEW TEMPORAL PATTERN,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icu_trajectory_final,NO_RESP_ASSISTANCE,ICU trajectory,3,,-0.000106862103633421,Inf,-0.00014139831175819,,0.000153527046175606,,0.00022906146196322,-0.000184216120586278,-0.00091105320508067,8.63716095172162e-05,-0.000106862103633421,-0.00014139831175819,-0.000184216120586278,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
icu_trajectory_final,NO_RESP_SUPPORT,ICU trajectory,3,,-0.00107059940639986,Inf,-0.00108582646296806,,0.00120176347756296,,0.00224678563656289,-0.00123331530149962,-0.00215289320846535,0.000653220454229497,-0.00107059940639986,-0.00108582646296806,-0.00123331530149962,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
ventilation_trajectory_final,CORE_NEURO,Mechanical ventilation trajectory,3,,-0.012749439092094,Inf,-0.0130477529346514,,0.00826817270251415,,0.019553956258481,-0.016322234081584,-0.0325876651593051,0.00451768574525328,-0.012749439092094,-0.0130477529346514,-0.016322234081584,PREDICTIVE INFORMATION LIKELY LOST,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
ventilation_trajectory_final,CORE_NEURO_PLUS_RESP,Mechanical ventilation trajectory,3,,-0.0103248312049181,Inf,-0.0107346598271112,,0.00642360582424678,,0.015289161394697,-0.0140739032995205,-0.0299250452725882,0.00311547529781805,-0.0103248312049181,-0.0107346598271112,-0.0140739032995205,PREDICTIVE INFORMATION LIKELY LOST,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
ventilation_trajectory_final,NO_AIRWAY_PROXY_SET,Mechanical ventilation trajectory,3,,-0.00170551195875102,Inf,-0.00175794940131291,,0.00206699757412632,,0.0042462691784802,-0.0020834134015949,-0.00834155069396381,0.00130925165657633,-0.00170551195875102,-0.00175794940131291,-0.0020834134015949,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
ventilation_trajectory_final,NO_GCS_AIRWAY_QUALIFIERS,Mechanical ventilation trajectory,3,,-0.000352199741304071,Inf,-0.000380162757405822,,0.000569020431028355,,0.0010442583554075,-0.000463963629344866,-0.00233495032866027,0.000334365854131102,-0.000352199741304071,-0.000380162757405822,-0.000463963629344866,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
ventilation_trajectory_final,NO_HELMET,Mechanical ventilation trajectory,3,,-6.26845471233262e-05,Inf,-0.000149388920043902,,8.08459896547709e-05,,0.000102438487256551,-0.000197786263275823,-0.00113912350884648,7.63823968197019e-05,-6.26845471233262e-05,-0.000149388920043902,-0.000197786263275823,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
ventilation_trajectory_final,NO_MECHANISM_HELMET,Mechanical ventilation trajectory,3,,-0.000963491557013252,Inf,-0.00100198118054207,,0.000946975510751597,,0.00187641050115434,-0.00145318644181702,-0.00693887762863338,0.000433473444308316,-0.000963491557013252,-0.00100198118054207,-0.00145318644181702,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
ventilation_trajectory_final,NO_NONCRANIAL_INJURY_PHENOTYPES,Mechanical ventilation trajectory,3,,-0.00565495478271738,Inf,-0.00584716607079217,,0.00271680409642508,,0.00759805557561977,-0.00789922815485122,-0.0152474656170313,0.00151876597247384,-0.00565495478271738,-0.00584716607079217,-0.00789922815485122,PREDICTIVE INFORMATION LIKELY LOST,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
ventilation_trajectory_final,NO_PMHX,Mechanical ventilation trajectory,3,,-0.00158823862723123,Inf,-0.00172676441373154,,0.000856539580149807,,0.0022340738404355,-0.00192877647210765,-0.00255900909137502,0.00057690080555596,-0.00158823862723123,-0.00172676441373154,-0.00192877647210765,PERFORMANCE-NEUTRAL CANDIDATE FOR SIMPLIFICATION,Heuristic triage only; not a statistical feature-selection rule.,"Inspect AUROC, AUPRC, Brier/log loss, calibration, and year-to-year consistency before revising the model."
